t,p,p_d,v,v_d,q,R,w,fa,pwm
0.43000000000000027,"[0.975406056192744, 0.1806187994351394, 0.0004815972425384265]","[0.62114778027831, 0.9735789028731601, 0.0]","[-0.21778455910613448, 0.884827167074417, -0.009808184444336872]","[-1.64136373880083, -0.9565138879739679, 0.0]","[0.9980458972266903, -0.005699752487676302, -0.06222459162404184, 6.9116830381870434e-06]","[[0.9922562002988999, 0.0006955331880091611, -0.12420607554372767], [0.0007231258956059367, 0.9999350255476159, 0.011376369017756939], [0.1242059179641973, -0.011378089324374882, 0.9921912260376011]]","[2.066668187385689, -0.24843170775213178, -0.13096597880937363]","[0.0, 0.0, 0.0]","[50.19615316566785, 49.749672725767, 50.809550333856734, 49.07847679873753]"
0.4350000000000003,"[0.9743171333972134, 0.18504293527051147, 0.00043255632031674216]","[0.612907053652976, 0.9685831611286309, 0.0]","[-0.22398554185015956, 0.8853951317867707, -0.009323082038930028]","[-1.6548967880510812, -1.0417097633855812, 0.0]","[0.9980231350819057, -0.0005227935635733234, -0.06284543341756199, 5.170426252825354e-06]","[[0.9921009029436513, 5.538996614424542e-05, -0.1254423983760839], [7.603078621846361e-05, 0.9999994533203135, 0.001042870267278555], [0.12544238756382164, -0.0010441700179938042, 0.9921003563708977]]","[2.0600348822420185, -0.24223604650237832, -0.1305309040562641]","[0.0, 0.0, 0.0]","[50.28095236254756, 49.76402141197612, 50.89582622694277, 48.959337517969466]"
0.4400000000000003,"[0.9731972056879625, 0.18946991092944532, 0.00038594091012209204]","[0.6045991148623745, 0.9631625667976579, 0.0]","[-0.23025266530735217, 0.8854472337618563, -0.008807580296366007]","[-1.6682483592195307, -1.1264487104661423, 0.0]","[0.9979742997491761, 0.004637561325733992, -0.06344911388735419, 3.4642854522913867e-06]","[[0.9919484198698167, -0.0005954128491289345, -0.12664113787120362], [-0.0005815837777354074, 0.9999569860258977, -0.009256773644870885], [0.12664120213454855, 0.009255894421502084, 0.9919054059437193]]","[2.052090772552702, -0.23601495081854043, -0.13004073457522838]","[0.0, 0.0, 0.0]","[50.365786492916, 49.779416101496224, 50.98169896722889, 48.84503528497574]"
0.4450000000000003,"[0.9720459423614257, 0.1938971470982546, 0.000341903008640262]","[0.5962248749656153, 0.9573194975320669, 0.0]","[-0.23658451566063418, 0.884984410176576, -0.008263927707469063]","[-1.6814169881559415, -1.2106935599128166, 0.0]","[0.9978997134578024, 0.009777894531416734, -0.06403557336475957, 1.7930022006009033e-06]","[[0.9917988906812635, -0.0012558446380032534, -0.12780212556002654], [-0.0012486876924744181, 0.9998087855506355, -0.019514945934090668], [0.1278021956871722, 0.01951448667039483, 0.9916076762447581]]","[2.0428754930111643, -0.22977283276502575, -0.12949669789675095]","[0.0, 0.0, 0.0]","[50.45067037119148, 49.795827938114115, 51.06718867877351, 48.73545292084133]"
0.4500000000000003,"[0.9708630197831225, 0.19832206914913747, 0.00030058337010291673]","[0.5877852522924727, 0.9510565162951532, 0.0]","[-0.24297966804702337, 0.8840078923564398, -0.007694391496234469]","[-1.6944012307717535, -1.294407359150315, 0.0]","[0.9977997625797557, 0.014894891231157985, -0.06460476771083509, 1.5622827398443972e-07]","[[0.9916524479780094, -0.0019248737452036123, -0.12892523911277676], [-0.0019242502070648526, 0.9995562844303753, -0.029724258054384146], [0.12892524842078934, 0.029724217682018744, 0.9912087324084822]]","[2.032427482146892, -0.22351407089994216, -0.12889997979872242]","[0.0, 0.0, 0.0]","[50.535612720956216, 49.813224003073834, 51.152309285717095, 48.63047830443159]"
0.4550000000000003,"[0.9696481214428874, 0.20274210861091968, 0.0002621114126217444]","[0.5792811723426783, 0.9443763702374807, 0.0]","[-0.2494366872693691, 0.8825191993204763, -0.007101250381561683]","[-1.7071996631984458, -1.3775533885395288, 0.0]","[0.9976748943887439, 0.019985337210050216, -0.06515666812319942, -1.4464568563668796e-06]","[[0.9915092171939821, -0.002601469780468114, -0.13001040179292697], [-0.0026072421552337686, 0.9992011725890168, -0.039877549888101896], [0.13001028616121482, 0.03987792687333927, 0.9907103897913677]]","[2.02078409560063, -0.2172430116820234, -0.12825172741343058]","[0.0, 0.0, 0.0]","[50.62061593968093, 49.83156790514606, 51.23706843227836, 48.530004591251064]"
0.4600000000000003,"[0.9684009380065405, 0.20715470460752206, 0.00022660516071393595]","[0.5707135676844313, 0.9372819894918911, 0.0]","[-0.2559541285021851, 0.8805201316741941, -0.006486787729645271]","[-1.7198108819436762, -1.4600951774839621, 0.0]","[0.9975256138352867, 0.025046116864006023, -0.06569126093686929, -3.0155297294237637e-06]","[[0.9913693164548617, -0.0032846058604487204, -0.13105758183394908], [-0.003296638133026248, 0.9987453840418825, -0.04996789001001523], [0.13105727972470907, 0.04996868238581651, 0.9901147005331177]]","[2.0079817141747967, -0.2109639693398937, -0.12755305254516133]","[0.0, 0.0, 0.0]","[50.70567594835986, 49.85082034410006, 51.32146747420346, 48.43393031450646]"
0.4650000000000003,"[0.9671211673640295, 0.21155730526589303, 0.0001941712220657096]","[0.5620833778521301, 0.929776485888251, 0.0]","[-0.26253053799437986, 0.8780127658158559, -0.005853285075082375]","[-1.7322335040451944, -1.541996520426955, 0.0]","[0.9973524803379816, 0.030074211412214263, -0.06620854741567092, -4.5515078278413156e-06]","[[0.9912328564567813, -0.003973260789306248, -0.13206679173520583], [-0.003991418619791749, 0.9981910835744344, -0.05998857599491779], [0.13206624420317117, 0.059989781389805125, 0.9894239401140805]]","[1.9940558458478694, -0.2046812243073293, -0.12680503514037014]","[0.0, 0.0, 0.0]","[50.79078212134294, 49.870939644822364, 51.40550153620118, 48.34215937867872]"
0.4700000000000003,"[0.9658085146740576, 0.2159473690949723, 0.00016490479669029772]","[0.5533915492433436, 0.9218631515885001, 0.0]","[-0.26916445377135706, 0.874999448421662, -0.005203015990011701]","[-1.7444661672224966, -1.6232214927326272, 0.0]","[0.9971561045912201, 0.035066697303360546, -0.06670854353106713, -6.054935766906799e-06]","[[0.9910999403666032, -0.0046664211747782045, -0.13303808747398493], [-0.00469057203942972, 0.9975406534071447, -0.06993313473590453], [0.133037238167586, 0.06993475039968926, 0.9886405939203966]]","[1.9790412210814754, -0.19839902033826412, -0.1260087268559001]","[0.0, 0.0, 0.0]","[50.875917291312724, 49.89188225968884, 51.489159629809144, 48.2546009560952]"
0.4750000000000003,"[0.9644626924052008, 0.2203223663370806, 0.0001388897167402392]","[0.5446390350150266, 0.9135454576426004, 0.0]","[-0.2758544063386016, 0.8714827911760187, -0.00453824028209097]","[-1.7565075300262163, -1.7037344664436147, 0.0]","[0.9969371453897904, 0.040020744798859094, -0.06719127972552974, -7.526372753350724e-06]","[[0.9909706637443988, -0.005363083476072631, -0.13397156763139947], [-0.0053930967583440915, 0.9967966798581968, -0.07979532273906179], [0.1339703627872266, 0.07979734556552975, 0.9877673438291805]]","[1.9629718808832084, -0.19212156042311668, -0.12516515467436043]","[0.0, 0.0, 0.0]","[50.961057824106014, 49.91360323718165, 51.57242482606637, 48.17116929704686]"
0.4800000000000003,"[0.9630834203735078, 0.2246797802929607, 0.00011619851532978435]","[0.535826794978996, 0.9048270524660189, 0.0]","[-0.28259891938849224, 0.8674656657138866, -0.0038611985037849614]","[-1.7683562719852277, -1.7835001259086702, 0.0]","[0.9966963064711497, 0.04493361671520284, -0.06765680065790491, -8.96638131675198e-06]","[[0.9908451144886813, -0.006062255979596728, -0.13486737243066016], [-0.006098003016160002, 0.9959619400169908, -0.08956912635951923], [0.13486576086289453, 0.0895715529062127, 0.9868070548272557]]","[1.9458812572158044, -0.1858530016342777, -0.12427532451950322]","[0.0, 0.0, 0.0]","[51.046173757845516, 49.93605665513152, 51.65527447735116, 48.09178346399289]"
0.4850000000000003,"[0.9616704257765654, 0.22901710862153013, 9.689252281085955e-05]","[0.5269557954966771, 0.8957117602394125, 0.0]","[-0.2893965105116907, 0.8629511987432549, -0.003174106757209116]","[-1.780011093751452, -1.8624834832732697, 0.0]","[0.9964343333765348, 0.0498026673067153, -0.06810516492855767, -1.0375517305466546e-05]","[[0.9907233728048052, -0.006762960698272447, -0.13572568268704563], [-0.006804314784951283, 0.9950393884429705, -0.09924876194364579], [0.13572361577329964, 0.09925158844891502, 0.9857627616783812]]","[1.927802245464112, -0.1795974490328447, -0.1233402248282341]","[0.0, 0.0, 0.0]","[51.13122900068681, 49.95919601736942, 51.73768048276791, 48.016367000260736]"
0.4900000000000003,"[0.9602234432240069, 0.2333318646152464, 8.102198902481397e-05]","[0.5180270093731296, 0.8862035792312141, 0.0]","[-0.2962456919140599, 0.8579427673170523, -0.0024791517806066273]","[-1.7914707172423447, -1.940649893826454, 0.0]","[0.9961520103325666, 0.054625341269467685, -0.06853644478243726, -1.1754321129068652e-05]","[[0.9906055111968398, -0.0074642351900276955, -0.13654671866974982], [-0.007511071552518961, 0.9940321439060603, -0.1088286758426035], [0.13654415033453754, 0.10883189824012757, 0.9846376556555563]]","[1.9087672687842907, -0.17335894877121397, -0.12236083003973013]","[0.0, 0.0, 0.0]","[51.21618158137759, 49.98297461295992, 51.81960959150773, 47.94484754348119]"
0.49500000000000033,"[0.9587422147644366, 0.23762157845183168, 6.862623012178083e-05]","[0.5090414157503709, 0.876306680043863, 0.0]","[-0.3031449711396682, 0.8524439942252777, -0.0017784863043735985]","[-1.8027338857810515, -2.017965071197124, 0.0]","[0.9958501571555022, 0.05939917284688728, -0.06895072578856948, -1.3103310220233955e-05]","[[0.9904915944830656, -0.00816513429098298, -0.137330738876643], [-0.008217330025151287, 0.9929434761868178, -0.11830354426345924], [0.13732762557348843, 0.11830715819445892, 0.9834350713566703]]","[1.8888083342650765, -0.16714148052725014, -0.12133810396599919]","[0.0, 0.0, 0.0]","[51.300983946736345, 50.007345837601775, 51.90102373873171, 47.87715639370406]"
0.5000000000000003,"[0.9572264899087383, 0.24188379842295807, 5.973379859991284e-05]","[0.49999999999999933, 0.8660254037844378, 0.0]","[-0.3100928518000412, 0.8464587434797765, -0.0010742246663502605]","[-1.8137993642342185, -2.094395102393201, 0.0]","[0.9955296261808141, 0.0641217850176119, -0.06934810649485264, -1.4422972680791277e-05]","[[0.9903816798351129, -0.008864731758880149, -0.13807803872384303], [-0.008922165745285445, 0.9917767929562661, -0.12766827292556857], [0.1380743394168288, 0.12767227374895032, 0.9821584736234675]]","[1.8679570809276456, -0.16094894940474092, -0.1202730030120732]","[0.0, 0.0, 0.0]","[51.38558330017574, 50.03226347714063, 51.981880408609314, 47.81322804584927]"
0.5050000000000003,"[0.9556760256497381, 0.24611609214035696, 5.436267526816154e-05]","[0.4909037536151403, 0.855364260160506, 0.0]","[-0.31708783430944526, 0.8399911158659004, -0.0003684386778228596]","[-1.8246659391474356, -2.1699064626769595, 0.0]","[0.9951912992212983, 0.06879088874641608, -0.06972869805740242, -1.5713762069316072e-05]","[[0.9902758168405948, -0.009562121822419584, -0.13878894915282847], [-0.00962467461957725, 0.9905356267571122, -0.13691799649192585], [0.1387846252981953, 0.13692237929260856, 0.9808114445853959]]","[1.8462448196794823, -0.1547851774331748, -0.1191664792178655]","[0.0, 0.0, 0.0]","[51.469921975390406, 50.05768195354401, 52.06213301935448, 47.75299969570915]"
0.5100000000000003,"[0.9540905864781909, 0.25031604771968646, 5.252048187904724e-05]","[0.48175367410171455, 0.8443279255020142, 0.0]","[-0.32412841662561975, 0.83304544453723, 0.0003368462666972086]","[-1.8353324188783096, -2.2444660302701123, 0.0]","[0.9948360845573986, 0.07340428227952753, -0.07009262384405483, -1.6976093281121252e-05]","[[0.9901740475889363, -0.010256420632381746, -0.13946383515863459], [-0.010323974353065233, 0.9892236221096795, -0.14604807774758105], [0.13945885068686176, 0.14605283734326385, 0.9793976708513666]]","[1.8237025654171055, -0.14865389479595642, -0.11801948309751115]","[0.0, 0.0, 0.0]","[51.55393783944905, 50.08355653400685, 52.141731325237636, 47.696410728326924]"
0.5150000000000003,"[0.9524699443950628, 0.2544812749423726, 5.420471321253329e-05]","[0.47255076486905345, 0.8329212407100989, 0.0]","[-0.33121309499503476, 0.8256262906315884, 0.0010396548413617904]","[-1.8457976337271365, -2.3180411008820894, 0.0]","[0.9944649139639061, 0.07795985046634298, -0.07044001901199035, -1.8210339465811516e-05]","[[0.9900764067799479, -0.010946767610702008, -0.14010309424343323], [-0.011019205785382494, 0.987844522767298, -0.1550541064999852], [0.14009741554206642, 0.15505923744661793, 0.9779209308737117]]","[1.8003610615441255, -0.1425587309120073, -0.1168329662557377]","[0.0, 0.0, 0.0]","[51.63756471961371, 50.109843504228216, 52.22062183082355, 47.64340219703151]"
0.5200000000000004,"[0.9508138789200876, 0.25860940639553054, 5.940298741934224e-05]","[0.463296035119861, 0.821149209133703, 0.0]","[-0.3383403647014334, 0.8177384388887148, 0.0017380652066530835]","[-1.856060436065177, -2.3905994020552477, 0.0]","[0.9940787397775869, 0.08245556409041738, -0.07077103005978144, -1.9416829922693094e-05]","[[0.9899829218545284, -0.011632326694038275, -0.14070715480050677], [-0.01170953412531838, 0.9864021591470356, -0.16393189817919604], [0.14070075069785026, 0.16393739477541255, 0.9763850825096172]]","[1.7762507972331119, -0.13650320548944817, -0.11560788376445004]","[0.0, 0.0, 0.0]","[51.72073284841893, 50.13650030716081, 52.298748212866684, 47.59391630094459]"
0.5250000000000004,"[0.9491221770965804, 0.2626980985899741, 6.809331345260766e-05]","[0.45399049973954625, 0.8090169943749467, 0.0]","[-0.3455087208161318, 0.8093868932521547, 0.002430212195776227]","[-1.8661197004605024, -2.462109107320613, 0.0]","[0.9936785320106462, 0.08688947919361535, -0.0710858143544881, -2.0595848910249125e-05]","[[0.9898936131467407, -0.012312287468809698, -0.14127647443426883], [-0.012394150080452294, 0.9849004359625468, -0.17267749211917835], [0.1412693161839274, 0.17268334840994679, 0.9747940508060433]]","[1.7514020178142502, -0.13049071966391762, -0.11434519628625185]","[0.0, 0.0, 0.0]","[51.80336932170505, 50.16348564886457, 52.37605174561275, 47.547895868147776]"
0.5300000000000004,"[0.9473946334924997, 0.26674503305623487, 8.02443744314888e-05]","[0.4446351791849269, 0.7965299180241955, 0.0]","[-0.35271665894829535, 0.8005768724401526, 0.003114290271741329]","[-1.8759743238014148, -2.532538850158042, 0.0]","[0.9932652755152135, 0.0912597363784566, -0.0713845396347268, -2.1747635302585916e-05]","[[0.989808494056357, -0.012985866195184057, -0.14181153822255638], [-0.013072270879066565, 0.98334332008635, -0.1812871495049185], [0.14180359948869808, 0.18129335928465537, 0.9731518160345455]]","[1.7258447287186884, -0.1245245473261044, -0.11304587193503583]","[0.0, 0.0, 0.0]","[51.885398564584776, 50.19075957328947, 52.452471725482894, 47.50528385117624]"
0.5350000000000004,"[0.9456310501977583, 0.2707479174184356, 9.581582579019544e-05]","[0.4352310993723269, 0.783693457325839, 0.0]","[-0.359962675993192, 0.7913138054725565, 0.003788556256304594]","[-1.8856232254174135, -2.6018577377546, 0.0]","[0.9928399672042344, 0.09556456007493108, -0.07166738349091567, -2.2872383023211195e-05]","[[0.9897275712408404, -0.013652306718040174, -0.14231285692791096], [-0.013743141182082764, 0.9817348286690782, -0.18975735097367236], [0.14230411377102503, 0.18976390778905428, 0.9714624020025021]]","[1.6996086934423962, -0.11860782673542776, -0.11171088786704818]","[0.0, 0.0, 0.0]","[51.96674280055186, 50.218283508079324, 52.527945891456284, 47.466022840837]"
0.5400000000000004,"[0.9438312368177924, 0.2747044864457984, 0.0001147586070717184]","[0.42577929156507205, 0.7705132427757884, 0.0]","[-0.3672452708762414, 0.7816033271429569, 0.004451331831332984]","[-1.8950653471977026, -2.670035364555176, 0.0]","[0.9924036133342764, 0.09980225775938568, -0.07193453282415038, -2.3970242184688596e-05]","[[0.9896508448255975, -0.014310881263520528, -0.14278096516497804], [-0.014406033883346858, 0.9800790175431133, -0.19808479386231986], [0.14277139602782177, 0.19809169101501284, 0.9697298646670008]]","[1.672723426025299, -0.11274355250772274, -0.11034123159894862]","[0.0, 0.0, 0.0]","[52.047322519281614, 50.246020283619444, 52.60241083773485, 47.430054603774316]"
0.5450000000000004,"[0.9419950104634112, 0.2786125030815132, 0.00013701526622838332]","[0.41628079226040055, 0.7569950556517555, 0.0]","[-0.3745629452905348, 0.7714512734274492, 0.005101005812739053]","[-1.9042996537072263, -2.737041825599365, 0.0]","[0.9919572268558114, 0.10397121911446804, -0.07218618328538963, -2.5041320861605023e-05]","[[0.9895783086312409, -0.01496089112040742, -0.14321641953147726], [-0.01506025079720216, 0.9783799699375672, -0.20626638909645645], [0.14320600522484442, 0.20627361964596613, 0.9679582810770789]]","[1.6452181785628106, -0.10693456805615015, -0.10893790205233052]","[0.0, 0.0, 0.0]","[52.12705693895484, 50.27393412773628, 52.67580241561203, 47.39731964855126]"
0.5500000000000004,"[0.9401221957369585, 0.28246975944865044, 0.00016252029529207859]","[0.4067366430757996, 0.7431448254773934, 0.0]","[-0.38191420442539575, 0.7608636768235079, 0.005736036196900137]","[-1.913325132300214, -2.8028477296387675, 0.0]","[0.9915018248364874, 0.10806991512053445, -0.07242253869682473, -2.608568742385592e-05]","[[0.9895099504164879, -0.015601667206193206, -0.1436197967104372], [-0.015705123232924674, 0.9766417855307551, -0.21429925772045463], [0.1436085203983342, 0.2143068144872822, 0.9661517386690951]]","[1.6171219242815082, -0.10118355855499427, -0.10750191032693307]","[0.0, 0.0, 0.0]","[52.20586445931247, 50.30199063853874, 52.74805612177522, 47.367756824381324]"
0.5550000000000004,"[0.9382126247148316, 0.286274077832768, 0.00019120047627657928]","[0.39714789063477995, 0.7289686274214106, 0.0]","[-0.3892975576834865, 0.7498467616144797, 0.0063549519794142235]","[-1.9221407932312309, -2.867424212028967, 0.0]","[0.9910384259627985, 0.11209689707036814, -0.07264381045747381, -2.7103373357448495e-05]","[[0.9894457521352517, -0.016232570518360655, -0.14399169155153646], [-0.016340012456242448, 0.974868569865205, -0.2221807270712291], [0.14397953873532243, 0.22218860264049684, 0.964314324938828]]","[1.5884633367189167, -0.09549304448680997, -0.1060342802073397]","[0.0, 0.0, 0.0]","[52.283663101971584, 50.3301567379846, 52.819107470592925, 47.34130295602901]"
0.5600000000000004,"[0.9362661369264141, 0.2900233116408404, 0.0002229752361736504]","[0.3875155864521023, 0.7144726796328024, 0.0]","[-0.39671151938393345, 0.7384069390571206, 0.006956354746149425]","[-1.930745669763712, -2.9307429473905144, 0.0]","[0.9905680481253704, 0.11605079550049388, -0.07285021693517825, -2.8094376500842827e-05]","[[0.989385690206407, -0.016852992472034495, -0.1443327151394627], [-0.016964310038809455, 0.9730644241488171, -0.229908326601796], [0.1443196736404946, 0.22991651332748697, 0.9624501175124001]]","[1.5592707655493592, -0.0898653758238519, -0.10453604841032792]","[0.0, 0.0, 0.0]","[52.360370934923175, 50.35840060878038, 52.88889234826315, 47.3178925177556]"
0.5650000000000004,"[0.9342825793294944, 0.293715346336126, 0.0002577570099043975]","[0.37784078681846645, 0.6996633405133643, 0.0]","[-0.4041546094489554, 0.7265508024913936, 0.00753892003679652]","[-1.9391388182759772, -2.9927761620333757, 0.0]","[0.9900917060928157, 0.11993031903379632, -0.07304198284728526, -2.9058664626213408e-05]","[[0.9893297357946619, -0.017462355125798912, -0.14464349285718037], [-0.0175774380971451, 0.9712334354640918, -0.23747978336388786], [0.1446295527975031, 0.2374882733738206, 0.9605631746363775]]","[1.5295722095941051, -0.08430272688550981, -0.10300826458218265]","[0.0, 0.0, 0.0]","[52.43590647847694, 50.386691617244836, 52.95734734700684, 47.297457348596126]"
0.5700000000000004,"[0.9322618062822496, 0.29734810034858294, 0.0002954516100883801]","[0.36812455268467725, 0.6845471059286876, 0.0]","[-0.4116253540715183, 0.714285122373416, 0.008101398481521643]","[-1.9473193183647102, -3.0534966461393926, 0.0]","[0.9896104092787934, 0.1237342531295413, -0.0732193386323793, -2.9996179296910017e-05]","[[0.9892778551009326, -0.01806011129809121, -0.14492466245190697], [-0.018178849423174475, 0.9693796674054078, -0.2448930171618431], [0.14490981623253882, 0.2449018023634816, 0.9586575261054233]]","[1.499395287545199, -0.07880709190431458, -0.10145199105722763]","[0.0, 0.0, 0.0]","[52.510189090302624, 50.41500022473368, 53.02441007780871, 47.279926410646134]"
0.5750000000000004,"[0.9302036795118921, 0.30091952596045, 0.00033595860249598835]","[0.35836794954529955, 0.6691306063588571, 0.0]","[-0.41912228636161625, 0.7016168412339696, 0.008642616711822211]","[-1.9552862729458904, -3.1128777656974047, 0.0]","[0.9891251596065171, 0.12746145873824272, -0.073382519815474, -3.090683993476033e-05]","[[0.9892300096605977, -0.018645744577169835, -0.14517687211142444], [-0.01876802750910345, 0.9675071511621731, -0.2521461353926998], [0.14516111438781215, 0.25215520747987563, 0.9567371646437017]]","[1.4687672069188207, -0.07338028132428603, -0.09986830239054173]","[0.0, 0.0, 0.0]","[52.58313932757507, 50.44329789017371, 53.09001946050079, 47.26522559148135]"
0.5800000000000004,"[0.9281080680800841, 0.30442761016661984, 0.00037917168605509943]","[0.34857204732181446, 0.6534206039901043, 0.0]","[-0.4266439469688833, 0.6885530685663627, 0.009161478047295113]","[-1.9630388083531685, -3.17089347418581, 0.0]","[0.9886369494745306, 0.13111087086010773, -0.07353176636909972, -3.1790548033653735e-05]","[[0.9891861566480026, -0.019218769228209063, -0.1454007785581169], [-0.019344486469929523, 0.9656198770633306, -0.25923742758987056], [0.14538410621236564, 0.2592467780504736, 0.9548060377538888]]","[1.4377147317365027, -0.06802391884696794, -0.09825828467932353]","[0.0, 0.0, 0.0]","[52.65467928459006, 50.47155696617799, 53.154115990283564, 47.25327755127744]"
0.5850000000000004,"[0.9259748483452397, 0.3078703755094517, 0.00042497907629157497]","[0.33873792024529065, 0.6374239897486885, 0.0]","[-0.43418888467937117, 0.675101075648657, 0.009656962960715776]","[-1.970576074433674, -3.2275183239974283, 0.0]","[0.9881467598270741, 0.13468149700701235, -0.07366732207271783, -3.2647191459020575e-05]","[[0.9891462491855908, -0.019778730001587357, -0.14559704516782485], [-0.0199077708674181, 0.9637217865962221, -0.2661653596899422], [0.14557945727734972, 0.2661749798146141, 0.9528680400451692]]","[1.4062641494112937, -0.06273943923241981, -0.09662303468863684]","[0.0, 0.0, 0.0]","[52.72473290457237, 50.49975059110284, 53.216641980045985, 47.24400161469691]"
0.5900000000000004,"[0.9238039039218429, 0.31124588088769495, 0.00047326389109515385]","[0.32886664673858246, 0.6211477802783091, 0.0]","[-0.4417556569844859, 0.6612682903063359, 0.010128129324578626]","[-1.9778972446412437, -3.282727477601663, 0.0]","[0.9876555583318678, 0.1381724155691073, -0.07378943387286721, -3.347664877632058e-05]","[[0.9891102366560716, -0.02032520184690544, -0.14576634012025141], [-0.020457455439858465, 0.9618167649102238, -0.2729285680440169], [0.1457478379225451, 0.2729384489358615, 0.9509270060490393]]","[1.374441237291883, -0.057528086855030185, -0.09496365879832121]","[0.0, 0.0, 0.0]","[52.79322626471715, 50.52785257929396, 53.277541778118035, 47.23731370712985]"
0.5950000000000004,"[0.9215951256369205, 0.31455222233922664, 0.000523904537718047]","[0.3189593092980692, 0.6045991148623735, 0.0]","[-0.44934283062025204, 0.6470622916223964, 0.010574112443049899]","[-1.9850015161270627, -3.336496718439064, 0.0]","[0.9871642976675735, 0.1415827740882164, -0.07389835124639782, -3.427879355545071e-05]","[[0.989078065016057, -0.0208577895376907, -0.1459093345872519], [-0.02099314474235093, 0.959908633812899, -0.27952585319658885], [0.14588992144051596, 0.27953598578189465, 0.9489867035290984]]","[1.3422712292909764, -0.05239091500688096, -0.09328127178868906]","[0.0, 0.0, 0.0]","[52.860087833846954, 50.55583731161638, 53.33676196133168, 47.23312633442226]"
0.6000000000000004,"[0.9193484114838192, 0.3177875337973386, 0.0005767750999332965]","[0.3090169943749466, 0.5877852522924718, 0.0]","[-0.45694898207526846, 0.6324908046025954, 0.010994124874110042]","[-1.9918881098277044, -3.3888024615435106, 0.0]","[0.986673913922647, 0.14491178744116837, -0.0739943255690778, -3.5053498601977134e-05]","[[0.9890496771096593, -0.02137612721211304, -0.14602670096489417], [-0.02151447270276222, 0.9580011452637158, -0.28595617345623286], [0.14600638230434027, 0.28596654849618447, 0.9470508272883661]]","[1.3097787829954635, -0.04732878593510659, -0.09157699548324974]","[0.0, 0.0, 0.0]","[52.9252487023555, 50.58367962820227, 53.394251503495745, 47.231348604842275]"
0.6050000000000004,"[0.9170636665734428, 0.32094998782035156, 0.0006317457243038467]","[0.2990407922560859, 0.5707135676844303, 0.0]","[-0.46457269806592755, 0.6175616948041753, 0.01138745604750252]","[-1.9985562705505646, -3.439621763887355, 0.0]","[0.9861853251067074, 0.1481587359370893, -0.07407760949177292, -3.580064007030599e-05]","[[0.9890250129805971, -0.02187987783535129, -0.14611911115470075], [-0.02202110209881834, 0.9560979753676759, -0.2922186382833652], [0.1460978944443865, 0.29222924638670394, 0.9451229934750164]]","[1.2769879476258166, -0.042342371593869076, -0.08985195726712174]","[0.0, 0.0, 0.0]","[52.98864278439048, 50.61135472519407, 53.44996191960794, 47.23188629165112]"
0.6100000000000004,"[0.9147408030831132, 0.32403779629437246, 0.0006886830045413593]","[0.2890317969444708, 0.5533915492433427, 0.0]","[-0.4722125759776906, 0.6022829629368365, 0.011753471684939988]","[-2.0050052670566765, -3.488932334444996, 0.0]","[0.9856994297749622, 0.1513229633334754, -0.07414845632629287, -3.652010141822294e-05]","[[0.9890040101814201, -0.02236873258950831, -0.1461872348989769], [-0.022512723962081375, 0.9542027188685158, -0.29831250152103844], [0.1461651295791055, 0.29832333315761855, 0.9432067343848071]]","[1.2439221331806203, -0.03743215508628896, -0.08810728850001695]","[0.0, 0.0, 0.0]","[53.05020699249884, 50.63883805705975, 53.50384738631156, 47.23464193434481]"
0.6150000000000004,"[0.9123797402032248, 0.32704921110905666, 0.0007474503629660592]","[0.2789911060392284, 0.5358267949789951, 0.0]","[-0.479867224271438, 0.5866627394450279, 0.012091613029832873]","[-2.0112343921409006, -3.536712543970458, 0.0]","[0.9852171057656557, 0.15440387477656822, -0.07420711944288289, -3.721177716663664e-05]","[[0.9889866040785467, -0.02284241019717644, -0.1462317381746105], [-0.02298905691477848, 0.9523188841385309, -0.3042371544951608], [0.1462087556042831, 0.3042482000103323, 0.9413054937559431]]","[1.2106040810702845, -0.03259843276721444, -0.08634412284271735]","[0.0, 0.0, 0.0]","[53.109881385195926, 50.666105245881, 53.555864839289775, 47.23951497633472]"
0.6200000000000004,"[0.9099804040818675, 0.3299825248062818, 0.0008079084281152236]","[0.2689198206152648, 0.5180270093731286, 0.0]","[-0.48753526285414484, 0.570709279080793, 0.012401395894587655]","[-2.017242962709475, -3.582941434484692, 0.0]","[0.9847392090499273, 0.15740093467215993, -0.07425385168120907, -3.7875576432805e-05]","[[0.9889727281518917, -0.023300656184902985, -0.1462532816491924], [-0.023449846445617983, 0.9504498886595426, -0.30999211901069457], [0.14622943504466532, 0.31000336864043365, 0.9394226225496711]]","[1.1770558365115507, -0.027841316973745048, -0.08456359451582172]","[0.0, 0.0, 0.0]","[53.16760928812274, 50.69313199882299, 53.60597404843651, 47.24640193662394]"
0.6250000000000004,"[0.9075427277675968, 0.3328360712016858, 0.0008699154075881619]","[0.2588190451025199, 0.49999999999999845, 0.0]","[-0.49521532341336494, 0.554430955476447, 0.01268240953425801]","[-2.0230303198549255, -3.6275987284684392, 0.0]","[0.9842665726929092, 0.16031366449347081, -0.07428890477654822, -3.851142620976895e-05]","[[0.988962314287942, -0.023743242092899894, -0.14625251920276713], [-0.023894864130839917, 0.9485990549870899, -0.31557704027030986], [0.14622782357132488, 0.3155884841570079, 0.9375613752075516]]","[1.1432987229222438, -0.02316073934702776, -0.0827668365092437]","[0.0, 0.0, 0.0]","[53.223337389673084, 50.71989403479612, 53.654137671784035, 47.25519661281908]"
