t,p,p_d,v,v_d,q,R,w,fa,pwm
2.169999999999976,"[0.08139192368815325, -0.00019277374418677685, 0.007950653690446194]","[0, 0, 0]","[-0.09100162700873288, 0.00021553395583087957, -0.008969345561034443]","[0, 0, 0]","[-0.9999865819405553, -1.2269393044978292e-05, -0.005180327046325798, 3.2734702611017195e-15]","[[0.9999463284233864, 1.271189438126581e-07, 0.0103605150727791], [1.2711893071895275e-07, 0.9999999996989241, -2.453845682710005e-05], [-0.0103605150727791, 2.453845682703222e-05, 0.9999463281223103]]","[-2.7406309221318105e-05, -0.011571558939570122, 2.587302636764593e-12]","[0.0, 0.0, 0.0]","[49.54635321101311, 49.54960245492236, 49.55286691060533, 49.54961788116224]"
2.174999999999976,"[0.08093691555310958, -0.00019169607440762244, 0.007905806962641022]","[0, 0, 0]","[-0.09049289176356419, 0.00021432903717941263, -0.008918703670227474]","[0, 0, 0]","[-0.9999867313841081, -1.2200878186201755e-05, -0.005151398534990971, 2.7049843488168463e-15]","[[0.9999469261862675, 1.2570317743790296e-07, 0.010302660366125009], [1.2570316661810913e-07, 0.9999999997022773, -2.4401432594898985e-05], [-0.010302660366125009, 2.440143259484325e-05, 0.9999469258885446]]","[-2.7253436386821584e-05, -0.011507008684600596, 2.508489463887758e-12]","[0.0, 0.0, 0.0]","[49.54621196802993, 49.549443128532786, 49.55268941716913, 49.54945846878526]"
2.1799999999999757,"[0.08048445109429177, -0.00019062442922172538, 0.007861213444289885]","[0, 0, 0]","[-0.08998700062837453, 0.00021313085457443461, -0.008868348277513524]","[0, 0, 0]","[-0.9999868791641265, -1.2132745494284999e-05, -0.005122631392864985, 2.1812734867451112e-15]","[[0.9999475172952257, 1.243031702638208e-07, 0.010245128359318479], [1.2430316153884136e-07, 0.9999999997055931, -2.4265172605067696e-05], [-0.010245128359318479, 2.4265172605023e-05, 0.9999475170008187]]","[-2.7101416169774773e-05, -0.011442817875253303, 2.4240828985950196e-12]","[0.0, 0.0, 0.0]","[49.5460716106374, 49.54928478794706, 49.55251301022386, 49.54930004270699]"
2.1849999999999756,"[0.0800345160911499, -0.0001895587749488532, 0.007816871702902317]","[0, 0, 0]","[-0.08948393770116608, 0.00021193937035561363, -0.008818277754755608]","[0, 0, 0]","[-0.9999870252991153, -1.2064992837937828e-05, -0.005094024721440798, 1.7005345454703926e-15]","[[0.999948101824275, 1.229187469619479e-07, 0.010187917255987475], [1.2291874015989798e-07, 0.9999999997088721, -2.4129672596546484e-05], [-0.010187917255987475, 2.4129672596511837e-05, 0.9999481015331468]]","[-2.6950243657678463e-05, -0.011378984517053704, 2.335143411708645e-12]","[0.0, 0.0, 0.0]","[49.54593213278291, 49.54912742660578, 49.55233768269951, 49.54914259636435]"
2.1899999999999755,"[0.07958709640264407, -0.00018849907809707515, 0.007772780314128539]","[0, 0, 0]","[-0.08898368716892117, 0.00021075454707367896, -0.008768490483195166]","[0, 0, 0]","[-0.9999871698073731, -1.1997618098147084e-05, -0.005065577627195773, 1.260902238182741e-15]","[[0.9999486798466058, 1.2154973415699805e-07, 0.010131025269718099], [1.215497291134538e-07, 0.9999999997121144, -2.3994928332804415e-05], [-0.010131025269718099, 2.3994928332778868e-05, 0.9999486795587201]]","[-2.6799913974595136e-05, -0.011315506625658526, 2.242635977107215e-12]","[0.0, 0.0, 0.0]","[49.5457935284656, 49.54897103799882, 49.55216342757288, 49.54898612324358]"
2.1949999999999754,"[0.07914217796679947, -0.00018744530536170676, 0.007728937861712563]","[0, 0, 0]","[-0.0884862333071033, 0.00020957634748919318, -0.008718984853394693]","[0, 0, 0]","[-0.9999873127069956, -1.1930619168085316e-05, -0.005037289221566382, 8.604872875197226e-16]","[[0.9999492514345967, 1.2019596040497163e-07, 0.010074450624004163], [1.2019595696306616e-07, 0.9999999997153208, -2.3860935601657087e-05], [-0.010074450624004163, 2.3860935601639747e-05, 0.9999492511499174]]","[-2.6650422280648736e-05, -0.011252382226903836, 2.147444623641184e-12]","[0.0, 0.0, 0.0]","[49.54565579173563, 49.548815615664886, 49.551990237867514, 49.548830616879734]"
2.1999999999999753,"[0.07869974680026395, -0.0001863974236242608, 0.007685342937445589]","[0, 0, 0]","[-0.0879915604791608, 0.00020840473457133326, -0.00866975926518076]","[0, 0, 0]","[-0.9999874540158773, -1.1863993953020687e-05, -0.005009158620922787, 4.973898839272913e-16]","[[0.9999498166598212, 1.1885725617146606e-07, 0.010018191552196522], [1.1885725418193149e-07, 0.9999999997184915, -2.3727690215086825e-05], [-0.010018191552196522, 2.3727690215076857e-05, 0.9999498163783125]]","[-2.6501763772433942e-05, -0.011189609356846784, 2.0503824395732755e-12]","[0.0, 0.0, 0.0]","[49.54551891669333, 49.54866115319104, 49.551818106653506, 49.54867607085633]"
2.204999999999975,"[0.07825978899786815, -0.0001853553999514041, 0.007641994141119685]","[0, 0, 0]","[-0.08749965313603321, 0.00020723967149668094, -0.008620812127587531]","[0, 0, 0]","[-0.9999875937517134, -1.179774037022587e-05, -0.004981184946543309, 1.6968796325315676e-16]","[[0.9999503755930569, 1.1753345381016249e-07, 0.009962246297452201], [1.1753345313141905e-07, 0.9999999997216268, -2.3595188009060923e-05], [-0.009962246297452201, 2.359518800905754e-05, 0.9999503753146834]]","[-2.6353933681651935e-05, -0.011127186061801029, 1.952176111170702e-12]","[0.0, 0.0, 0.0]","[49.545382897488416, 49.54850764421223, 49.5516470270474, 49.548522478804706]"
2.209999999999975,"[0.07782229073218798, -0.0001843192015939207, 0.007598890080481748]","[0, 0, 0]","[-0.08701049581566007, 0.00020608112164802238, -0.008572141858800912]","[0, 0, 0]","[-0.999987731932003, -1.1731856348890347e-05, -0.004953367324588823, -1.2451406841089868e-16]","[[0.9999509283042955, 1.1622438754170167e-07, 0.009906613112683342], [1.1622438803975183e-07, 0.9999999997247273, -2.346342484335662e-05], [-0.009906613112683342, 2.3463424843359086e-05, 0.9999509280290226]]","[-2.620692727592893e-05, -0.011065110398365203, 1.8534968455232064e-12]","[0.0, 0.0, 0.0]","[49.545247728319346, 49.54835508241091, 49.55147699221204, 49.54836983440382]"
2.214999999999975,"[0.07738723825310968, -0.0001832887959856806, 0.007556029371187743]","[0, 0, 0]","[-0.08652407314249254, 0.0002049290486131565, -0.008523746886102726]","[0, 0, 0]","[-0.9999878685740502, -1.1666339830030657e-05, -0.00492570488607707, -3.871199063788033e-16]","[[0.9999514748627506, 1.1492989343260465e-07, 0.009851290260505987], [1.149298949810655e-07, 0.9999999997277932, -2.333239660138199e-05], [-0.009851290260505987, 2.333239660138962e-05, 0.9999514745905437]]","[-2.606073985758837e-05, -0.011003380433446654, 1.7549339951975378e-12]","[0.0, 0.0, 0.0]","[49.545113403432424, 49.54820346151651, 49.55130799535644, 49.548218131379585]"
2.219999999999975,"[0.07695461788739721, -0.0001822641507426148, 0.00751341063675723]","[0, 0, 0]","[-0.08604036982700752, 0.00020378341618371268, -0.008475625645815846]","[0, 0, 0]","[-0.9999880036949672, -1.1601188766403726e-05, -0.004898196766856911, -6.199906889766574e-16]","[[0.9999520153368665, 1.1364980937462438e-07, 0.00979627601318877], [1.1364981185455738e-07, 0.999999999730825, -2.3202099190003005e-05], [-0.00979627601318877, 2.3202099190015155e-05, 0.9999520150676913]]","[-2.5915366763969244e-05, -0.010941994244277083, 1.657023252572875e-12]","[0.0, 0.0, 0.0]","[49.54497991712122, 49.54805277530505, 49.55114002973561, 49.5480673635046]"
2.2249999999999748,"[0.07652441603826218, -0.00018124523366169624, 0.007471032508528151]","[0, 0, 0]","[-0.08555937066522452, 0.00020264418835397693, -0.008427776583249398]","[0, 0, 0]","[-0.9999881373116756, -1.153640112241938e-05, -0.004870842107582545, -8.249651839261023e-16]","[[0.999952549794326, 1.1238397506417489e-07, 0.00974156865260149], [1.1238397836399648e-07, 0.9999999997338229, -2.307252853936892e-05], [-0.00974156865260149, 2.3072528539384993e-05, 0.9999525495281489]]","[-2.577080336647111e-05, -0.01088094991842483, 1.5602384643888416e-12]","[0.0, 0.0, 0.0]","[49.54484726372582, 49.54790301759873, 49.55097308865038, 49.54791752459762]"
2.2299999999999747,"[0.07609661918493606, -0.00018023201271992635, 0.007428893625611904]","[0, 0, 0]","[-0.08508106053822509, 0.00020151132931972717, -0.008380198152644583]","[0, 0, 0]","[-0.999988269440909, -1.1471974874055265e-05, -0.004843640053687695, -1.0038444035128993e-15]","[[0.9999530783020606, 1.111322319820806e-07, 0.009687166470163659], [1.1113223599741111e-07, 0.9999999997367875, -2.2943680602742507e-05], [-0.009687166470163659, 2.2943680602761954e-05, 0.9999530780388481]]","[-2.562704507059959e-05, -0.010820245553801414, 1.4649925412403735e-12]","[0.0, 0.0, 0.0]","[49.5447154376321, 49.54775418226544, 49.55080716544738, 49.547768608523214]"
2.2349999999999746,"[0.07567121388224493, -0.00017922445607332772, 0.007386992634848681]","[0, 0, 0]","[-0.0846054244116749, 0.00020038480347707704, -0.008332888817120795]","[0, 0, 0]","[-0.9999884000992153, -1.1407908008771641e-05, -0.004816589755359771, -1.1583760381066508e-15]","[[0.9999536009262572, 1.0989442337354713e-07, 0.009633067766792977], [1.0989442800699753e-07, 0.9999999997397194, -2.2815551356329995e-05], [-0.009633067766792977, 2.2815551356352316e-05, 0.9999536006659765]]","[-2.5484087315011377e-05, -0.010759879258660312, 1.3716538284816885e-12]","[0.0, 0.0, 0.0]","[49.544584433271126, 49.547606263218434, 49.550642253518674, 49.547620609191284]"
2.2399999999999745,"[0.07524818676018656, -0.00017822253205594234, 0.007345328190763077]","[0, 0, 0]","[-0.08413244733534854, 0.00019926457542132823, -0.0082858470486222]","[0, 0, 0]","[-0.9999885293029579, -1.1344198525428554e-05, -0.004789690367514045, -1.2902655583143338e-15]","[[0.9999541177323669, 1.0867039422832285e-07, 0.009579270852853828], [1.0867039938932588e-07, 0.9999999997426184, -2.2688136799115808e-05], [-0.009579270852853828, 2.2688136799140528e-05, 0.9999541174749852]]","[-2.5341925571559724e-05, -0.010699849151594453, 1.280538830268673e-12]","[0.0, 0.0, 0.0]","[49.54445424511844, 49.54745925441582, 49.55047834630172, 49.547473520556686]"
2.2449999999999743,"[0.07482752452350983, -0.0001772262091788357, 0.007303898955519966]","[0, 0, 0]","[-0.08366211444265688, 0.00019815060994583138, -0.008239071327864866]","[0, 0, 0]","[-0.9999886570683186, -1.1280844434202917e-05, -0.004762941049767827, -1.4011672410633247e-15]","[[0.9999546287851128, 1.0745999126111725e-07, 0.00952577404810579], [1.0745999686572263e-07, 0.999999999745485, -2.256143295269703e-05], [-0.00952577404810579, 2.256143295272372e-05, 0.9999546285305979]]","[-2.5200555344566848e-05, -0.010640153361526308, 1.1919158475385153e-12]","[0.0, 0.0, 0.0]","[49.54432486769348, 49.54731314986024, 49.55031543727917, 49.54732733661885]"
2.2499999999999742,"[0.07440921395129654, -0.00017623545612910655, 0.007262703598880642]","[0, 0, 0]","[-0.08319441095017709, 0.00019704287204085522, -0.008192560144284043]","[0, 0, 0]","[-0.999988783411299, -1.1217843756507387e-05, -0.004736340966414661, -1.492673419628387e-15]","[[0.9999551341484999, 1.0626306289225638e-07, 0.009472575681652187], [1.062630688628831e-07, 0.9999999997483201, -2.243543586112158e-05], [-0.009472575681652187, 2.2435435861149857e-05, 0.9999551338968199]]","[-2.50599721701418e-05, -0.010580790027694792, 1.1060095254827188e-12]","[0.0, 0.0, 0.0]","[49.54419629555902, 49.54716794359844, 49.55015351997867, 49.54718205142132]"
2.254999999999974,"[0.07399324189654566, -0.00017525024176890227, 0.007221740798159222]","[0, 0, 0]","[-0.08272932215718534, 0.00019594132689246398, -0.008146311995981915]","[0, 0, 0]","[-0.9999889083477234, -1.1155194524910964e-05, -0.004709889286398568, -1.5663051243477947e-15]","[[0.9999556338858199, 1.0507945922856476e-07, 0.009419674091888687], [1.0507946549371576e-07, 0.9999999997511234, -2.2310141590729682e-05], [-0.009419674091888687, 2.2310141590759193e-05, 0.9999556336369432]]","[-2.4920171616271428e-05, -0.01052175729963771, 1.0230154054618338e-12]","[0.0, 0.0, 0.0]","[49.544068523320384, 49.54702362972086, 49.54999258797269, 49.54703765905145]"
2.259999999999974,"[0.07357959528575973, -0.00017427053513443996, 0.0071810092381793126]","[0, 0, 0]","[-0.0822668334451921, 0.0001948459398814029, -0.008100325389675919]","[0, 0, 0]","[-0.9999890318932395, -1.1092894783059341e-05, -0.004683585183288312, -1.6235385949531478e-15]","[[0.9999561280596617, 1.0390903204438435e-07, 0.009367067626452003], [1.039090385384675e-07, 0.9999999997538954, -2.2185546229994953e-05], [-0.009367067626452003, 2.2185546230025372e-05, 0.9999561278135571]]","[-2.4781149281819916e-05, -0.01046305333716943, 9.430844635966854e-13]","[0.0, 0.0, 0.0]","[49.54394154562507, 49.54688020236128, 49.54983263487827, 49.54689415363989]"
2.264999999999974,"[0.07316826111853378, -0.00017329630543503295, 0.007140507611230933]","[0, 0, 0]","[-0.08180693027748004, 0.00019375667658199166, -0.008054598840647208]","[0, 0, 0]","[-0.9999891540633218, -1.103094258559778e-05, -0.00465742783525174, -1.6657799666589244e-15]","[[0.999956616731919, 1.0275163476292999e-07, 0.00931475464216871], [1.0275164142597758e-07, 0.9999999997566368, -2.206164588937047e-05], [-0.00931475464216871, 2.2061645889401507e-05, 0.9999566164885556]]","[-2.4642900796346903e-05, -0.010404676310356006, 8.663385721769804e-13]","[0.0, 0.0, 0.0]","[49.54381535716213, 49.54673765569642, 49.54967365435686, 49.546751529360364]"
2.269999999999974,"[0.07275922646714637, -0.000172327522052123, 0.007100234617027697]","[0, 0, 0]","[-0.08134959819864458, 0.0001926735027610258, -0.008009130872689585]","[0, 0, 0]","[-0.9999892748732718, -1.0969335998094407e-05, -0.004631416425030166, -1.6943753730818287e-15]","[[0.9999570999637958, 1.0160712243778376e-07, 0.009262733505004148], [1.0160712921521257e-07, 0.9999999997593473, -2.1938436701135705e-05], [-0.009262733505004148, 2.1938436701167092e-05, 0.9999570997231432]]","[-2.4505421819516294e-05, -0.010346624399486807, 7.928623142101491e-13]","[0.0, 0.0, 0.0]","[49.543689952661516, 49.54659598394551, 49.54951564011416, 49.54660978042914]"
2.2749999999999737,"[0.07235247847615316, -0.00017136415453831787, 0.007060188962664249]","[0, 0, 0]","[-0.08089482283413711, 0.00019159638437668569, -0.007963920018058894]","[0, 0, 0]","[-0.9999893943382213, -1.0908073096965024e-05, -0.004605550139912846, -1.7105927687152717e-15]","[[0.9999575778158175, 1.0047535173466439e-07, 0.009211002590011515], [1.0047535857696289e-07, 0.9999999997620278, -2.1815914819246445e-05], [-0.009211002590011515, 2.1815914819277955e-05, 0.9999575775778453]]","[-2.4368708040414156e-05, -0.010288895795040404, 7.227220828095863e-13]","[0.0, 0.0, 0.0]","[49.543565326893756, 49.54645518137003, 49.54935858589973, 49.54646890110473]"
2.2799999999999736,"[0.07194800436198247, -0.00017040617261643445, 0.007020369362573955]","[0, 0, 0]","[-0.08044258988981068, 0.0001905252875774533, -0.007918964817422595]","[0, 0, 0]","[-0.9999895124731345, -1.0847151969399605e-05, -0.004579828171711525, -1.7156429825950617e-15]","[[0.9999580503478351, 9.935618091333493e-08, 0.009159560281281067], [9.935618777583487e-08, 0.9999999997646785, -2.1694076419188102e-05], [-0.009159560281281067, 2.169407641921953e-05, 0.9999580501125137]]","[-2.4232755177457756e-05, -0.010231488697651746, 6.55956986246972e-13]","[0.0, 0.0, 0.0]","[49.54344147466923, 49.546315242273266, 49.549202485507, 49.54632888568756]"
2.2849999999999735,"[0.07154579141253341, -0.00016945354617854718, 0.006980774538486841]","[0, 0, 0]","[-0.0799928851514684, 0.00018946017870103636, -0.007874263819809825]","[0, 0, 0]","[-0.9999896292928081, -1.0786570713289e-05, -0.004554249716735062, -1.7106764652958775e-15]","[[0.9999585176190354, 9.824946980976083e-08, 0.009108404971889542], [9.824947665239574e-08, 0.9999999997673, -2.1572917697829474e-05], [-0.009108404971889542, 2.1572917697860638e-05, 0.9999585173863352]]","[-2.4097558977758916e-05, -0.010174401318071902, 5.925797574487927e-13]","[0.0, 0.0, 0.0]","[49.54331839083787, 49.546176160999934, 49.549047332772794, 49.54618972851952]"
2.2899999999999734,"[0.07114582698677606, -0.000168506245285042, 0.006941403219387792]","[0, 0, 0]","[-0.0795456944844144, 0.0001884010242732999, -0.00782981558256179]","[0, 0, 0]","[-0.9999897448118751, -1.0726327437153279e-05, -0.004528813975764166, -1.6967747486885354e-15]","[[0.999958979687946, 9.71550798184901e-08, 0.009057535063849724], [9.71550866055195e-08, 0.9999999997698921, -2.1452434873279674e-05], [-0.009057535063849724, 2.145243487331041e-05, 0.9999589794578378]]","[-2.3963115216260002e-05, -0.010117631877129421, 5.325813014675344e-13]","[0.0, 0.0, 0.0]","[49.54319607028846, 49.54603793193584, 49.54889312157731, 49.546051423983606]"
2.2949999999999733,"[0.07074809851435399, -0.0001675642401636755, 0.006902254141474984]","[0, 0, 0]","[-0.07910100383300733, 0.00018734779100720514, -0.007785618671282611]","[0, 0, 0]","[-0.9999898590448053, -1.066642026007218e-05, -0.0045035201540262245, -1.6749432857653865e-15]","[[0.9999594366124446, 9.607287387524484e-08, 0.00900694896806025], [9.607288057495003e-08, 0.999999999772455, -2.1332624184749387e-05], [-0.00900694896806025, 2.1332624184779562e-05, 0.9999594363848996]]","[-2.382941969600676e-05, -0.010061178605684897, 4.759497948724049e-13]","[0.0, 0.0, 0.0]","[49.54307450794841, 49.5459005495076, 49.548739845843656, 49.545913966503676]"
2.299999999999973,"[0.07035259349518895, -0.00016662750120863948, 0.00686332604811857]","[0, 0, 0]","[-0.07865879922021646, 0.00018630044580175519, -0.007741671659790207]","[0, 0, 0]","[-0.9999899720059086, -1.0606847311614919e-05, -0.004478367461170243, -1.646155290385629e-15]","[[0.9999598884497657, 9.500271643959707e-08, 0.008956645104255607], [9.500272302415221e-08, 0.9999999997749899, -2.1213481892410753e-05], [-0.008956645104255607, 2.1213481892440243e-05, 0.9999598882247553]]","[-2.369646824737526e-05, -0.010005039744588173, 4.2263248697037056e-13]","[0.0, 0.0, 0.0]","[49.54295369878315, 49.54576400818215, 49.54858749953785, 49.545777350544]"
2.304999999999973,"[0.06995929949908787, -0.0001656959989796307, 0.006824617689819619]","[0, 0, 0]","[-0.0782190667471803, 0.0001852589557409482, -0.007697973130067825]","[0, 0, 0]","[-0.9999900837093343, -1.0547606731771894e-05, -0.004453355111241887, -1.6112914462973444e-15]","[[0.9999603352565065, 9.394447347806046e-08, 0.008906621900956334], [9.394447992316235e-08, 0.9999999997774962, -2.1095004277261075e-05], [-0.008906621900956334, 2.109500427728978e-05, 0.9999603350340025]]","[-2.356425672725333e-05, -0.009949213544629416, 3.725793555529992e-13]","[0.0, 0.0, 0.0]","[49.54283363779566, 49.545628302466476, 49.548436076668345, 49.54564157060889]"
2.309999999999973,"[0.06956820416535196, -0.00016476970420092595, 0.00678612782416928]","[0, 0, 0]","[-0.07778179259276778, 0.00018422328809273726, -0.0076545216722158456]","[0, 0, 0]","[-0.9999901941690754, -1.0488696670888469e-05, -0.004428482322658659, -1.571179998960549e-15]","[[0.9999607770886358, 9.289801244718745e-08, 0.008856877795419502], [9.289801873184581e-08, 0.9999999997799744, -2.0977187640990676e-05], [-0.008856877795419502, 2.0977187641018506e-05, 0.9999607768686103]]","[-2.3432781019177007e-05, -0.009893698266490189, 3.257221885179888e-13]","[0.0, 0.0, 0.0]","[49.54271432002623, 49.5454934269073, 49.54828557128589, 49.54550662124245]"
2.314999999999973,"[0.06917929520238812, -0.00016384858776046226, 0.006747855215808201]","[0, 0, 0]","[-0.07734696301314202, 0.0001831934103079969, -0.0076113158844037946]","[0, 0, 0]","[-0.9999903033989694, -1.0430115289598393e-05, -0.004403748318185189, -1.526586600019231e-15]","[[0.9999612140015004, 9.186320227694949e-08, 0.008807411233589416], [9.186320838323669e-08, 0.9999999997824256, -2.0860028305850008e-05], [-0.008807411233589416, 2.0860028305876896e-05, 0.9999612137839258]]","[-2.3302037032648393e-05, -0.009838492180693645, 2.819909547728065e-13]","[0.0, 0.0, 0.0]","[49.542595740551825, 49.545359376090715, 49.548135977483206, 49.545372497028204]"
2.3199999999999728,"[0.06879256038732241, -0.00016293262070892227, 0.006709798636386182]","[0, 0, 0]","[-0.07691456434132643, 0.00018216929001949652, -0.007568354372822738]","[0, 0, 0]","[-0.9999904114126993, -1.037186075875893e-05, -0.004379152324908642, -1.4782380689909133e-15]","[[0.9999616460498305, 9.083991335424801e-08, 0.008758220670048547], [9.083991926714359e-08, 0.9999999997848491, -2.0743522614520207e-05], [-0.008758220670048547, 2.07435226145461e-05, 0.9999616458346796]]","[-2.3172020702817344e-05, -0.009783593567551468, 2.4129197636300433e-13]","[0.0, 0.0, 0.0]","[49.54247789448591, 49.545226144641795, 49.54798728939473, 49.5452391925887]"
2.3249999999999726,"[0.06840798756561578, -0.0001620217742588248, 0.006671956864522068]","[0, 0, 0]","[-0.07648458298677353, 0.00018115089504088032, -0.007525635751638117]","[0, 0, 0]","[-0.9999905182237968, -1.0313931259386794e-05, -0.00435469357421428, -1.426788826409778e-15]","[[0.9999620732877496, 8.982801750672834e-08, 0.008709304567968751], [8.982802321382953e-08, 0.9999999997872459, -2.0627666929985207e-05], [-0.008709304567968751, 2.0627666930010063e-05, 0.9999620730749952]]","[-2.3042727989708393e-05, -0.0097290007171118, 2.0353703230317196e-13]","[0.0, 0.0, 0.0]","[49.54236077697782, 49.54509372722437, 49.5478395011964, 49.545106702585244]"
2.3299999999999725,"[0.06802556465068191, -0.0001611160197836204, 0.006634328685763878]","[0, 0, 0]","[-0.07605700543493613, 0.00018013819336565375, -0.007483158642942784]","[0, 0, 0]","[-0.9999906238456422, -1.025632498259599e-05, -0.004330371301761122, -1.3728524188709698e-15]","[[0.9999624957687779, 8.882738798665956e-08, 0.008660661399062743], [8.882739347801775e-08, 0.9999999997896157, -2.0512457635407738e-05], [-0.008660661399062743, 2.0512457635431516e-05, 0.9999624955583936]]","[-2.2914154878720974e-05, -0.009674711929103038, 1.6862607817578353e-13]","[0.0, 0.0, 0.0]","[49.542244383212584, 49.54496211854061, 49.5476926071053, 49.54497502171759]"
2.3349999999999724,"[0.06764527962350722, -0.00016021532881679214, 0.006596912892549164]","[0, 0, 0]","[-0.07563181824684097, 0.00017913115316617616, -0.0074409216767103254]","[0, 0, 0]","[-0.9999907282914678, -1.0199040129534443e-05, -0.004306184747457778, -1.3169962711652053e-15]","[[0.9999629135458417, 8.783789945505396e-08, 0.008612289643535831], [8.783790472299019e-08, 0.9999999997919593, -2.039789113400277e-05], [-0.008612289643535831, 2.0397891134025456e-05, 0.9999629133378009]]","[-2.2786297379128763e-05, -0.00962072551287926, 1.364499746166263e-13]","[0.0, 0.0, 0.0]","[49.54212870841048, 49.54483131333076, 49.54754660137936, 49.54484414472352]"
2.3399999999999723,"[0.06726712053227302, -0.00015931967305096126, 0.006559708284165612]","[0, 0, 0]","[-0.07520900805866491, 0.00017812974279266, -0.007398923490748801]","[0, 0, 0]","[-0.9999908315743588, -1.0142074911324333e-05, -0.004282133155438395, -1.2597279195780352e-15]","[[0.9999633266712783, 8.685942796601095e-08, 0.008564187790037947], [8.685943300487644e-08, 0.9999999997942767, -2.0283963848918534e-05], [-0.008564187790037947, 2.028396384894011e-05, 0.9999633264655549]]","[-2.2659151524716315e-05, -0.00956703978736429, 1.0689958226132208e-13]","[0.0, 0.0, 0.0]","[49.54201374782668, 49.54470130637277, 49.54740147831719, 49.544714066378646]"
2.344999999999972,"[0.06689107549197969, -0.00015842902433699796, 0.006522713666711868]","[0, 0, 0]","[-0.07478856158131349, 0.00017713393077217605, -0.007357162730654749]","[0, 0, 0]","[-0.9999909337072541, -1.0085427549000872e-05, -0.00425821577403875, -1.2015119775627504e-15]","[[0.9999637351968435, 8.58918509511588e-08, 0.008516354335615935], [8.589185575716312e-08, 0.9999999997965684, -2.017067222311426e-05], [-0.008516354335615935, 2.0170672223134723e-05, 0.9999637349934118]]","[-2.2532713372505775e-05, -0.009513653080994224, 7.986394275625458e-14]","[0.0, 0.0, 0.0]","[49.54189949675087, 49.54457209248207, 49.547257232257685, 49.54458478149596]"
2.349999999999972,"[0.06651713268407312, -0.0001575433546831371, 0.006485927853058595]","[0, 0, 0]","[-0.07437046560000189, 0.00017614368580766478, -0.007315638049767467]","[0, 0, 0]","[-0.9999910347029499, -1.0029096273454256e-05, -0.0042344318557724905, -1.1427700284716199e-15]","[[0.9999641391737176, 8.493504720432815e-08, 0.008468787785666126], [8.493505177536729e-08, 0.9999999997988344, -2.0058012719244356e-05], [-0.008468787785666126, 2.005801271926371e-05, 0.999964138972552]]","[-2.2406979003711847e-05, -0.009460563731659537, 5.522664077976229e-14]","[0.0, 0.0, 0.0]","[49.54178595050705, 49.5444436665111, 49.547113857579724, 49.54445628492568]"
2.354999999999972,"[0.06614528035607312, -0.00015666263625409876, 0.006449349662809758]","[0, 0, 0]","[-0.07395470697383846, 0.00017515897677695367, -0.00727434810912366]","[0, 0, 0]","[-0.999991134574099, -9.973079325369211e-06, -0.004210780657307513, -1.083882841440418e-15]","[[0.9999645386525122, 8.39888968663698e-08, 0.008421486653887221], [8.398890120186273e-08, 0.9999999998010756, -1.994598181953777e-05], [-0.008421486653887221, 1.9945981819556025e-05, 0.9999645384535877]]","[-2.2281944521740906e-05, -0.00940777008664842, 3.2873079999421825e-14]","[0.0, 0.0, 0.0]","[49.541673104453004, 49.54431602334921, 49.54697134870207, 49.5443285715548]"
2.359999999999972,"[0.06577550682120392, -0.000155786841370214, 0.0064129779222641395]","[0, 0, 0]","[-0.07354127263541045, 0.00017417977273178055, -0.007233291577412203]","[0, 0, 0]","[-0.9999912333332146, -9.917374955169571e-06, -0.004187261439442487, -1.0251907261496637e-15]","[[0.9999649336832757, 8.305328141018494e-08, 0.008374449462233409], [8.305328551091189e-08, 0.9999999998032916, -1.983457602568732e-05], [-0.008374449462233409, 1.983457602570449e-05, 0.999964933486567]]","[-2.2157606053327862e-05, -0.00935527050258626, 1.2688664082809791e-14]","[0.0, 0.0, 0.0]","[49.5415609539801, 49.54418915792216, 49.54682970008279, 49.54420163630683]"
2.364999999999972,"[0.06540780045802687, -0.0001549159425065551, 0.006376811464377078]","[0, 0, 0]","[-0.07313014959037223, 0.00017320604289682278, -0.007192467130929587]","[0, 0, 0]","[-0.9999913309926699, -9.86198142295998e-06, -0.004163873467083529, -9.670027869242771e-16]","[[0.9999653243155002, 8.212808362587864e-08, 0.008327674740867843], [8.212808749385626e-08, 0.9999999998054827, -1.9723791858733414e-05], [-0.008327674740867843, 1.972379185874952e-05, 0.9999653241209829]]","[-2.203395974767215e-05, -0.009303063345378237, -5.4493887546477186e-15]","[0.0, 0.0, 0.0]","[49.54144949451308, 49.54406306519192, 49.5466889062191, 49.54407547414153]"
2.3699999999999717,"[0.065042149710075, -0.000154049912292071, 0.00634084912872243]","[0, 0, 0]","[-0.07272132491703587, 0.0001722377566687321, -0.007151873453535244]","[0, 0, 0]","[-0.9999914275647013, -9.80689699846978e-06, -0.00414061600922102, -9.095778791168387e-16]","[[0.9999657105981287, 8.121318760615092e-08, 0.008281161028116369], [8.121319124443125e-08, 0.9999999998076498, -1.961362585895203e-05], [-0.008281161028116369, 1.9613625858967092e-05, 0.9999657104057782]]","[-2.1911001775892026e-05, -0.00925114699015177, -2.165021787732889e-14]","[0.0, 0.0, 0.0]","[49.54133872150955, 49.543937740156395, 49.54654896164719, 49.54395008005458]"
