t,p,p_d,v,v_d,q,R,w,fa,pwm
0.05999999999999999,"[0.9999932125601286, 0.00016737796544055903, 0.001046154004143434]","[0.9685831611286311, 0.24868988716485474, 0.25066646712860846]","[-0.0008625890853293421, 0.01586005716523218, 0.06018246092994506]","[-1.0417097633855763, 4.057191657856648, 4.155760342890661]","[0.9991845142346061, -0.040249861643992586, -0.0032023507412688667, 1.0056010151777317e-05]","[[0.9999794896972133, 0.0002376927293059343, -0.006400288045681729], [0.0002778839677805018, 0.9967598970730324, 0.08043401250378257], [0.006398669033612531, -0.08043414131526883, 0.9967393871747389]]","[-2.3069837766236314, -0.3418318486497554, -0.0049663370975723195]","[0.0, 0.0, 0.0]","[54.425998273622035, 56.68268637619597, 50.16607826622541, 56.24551817745892]"
0.06499999999999999,"[0.9999888996147019, 0.00024667825126671995, 0.0013470663087931593]","[0.9631625667976582, 0.26891982061526565, 0.2714311448686087]","[-0.0012419760779736459, 0.020627907907623883, 0.07021573278448104]","[-1.126448710466138, 4.034485925418949, 4.150034849580052]","[0.9989326595126738, -0.04601178739410112, -0.004056722247338526, 1.357734509460661e-05]","[[0.9999670856405274, 0.00034618837623396736, -0.008106034122707951], [0.0004004397900118743, 0.9957658304729116, 0.09192524414200652], [0.008103535251044474, -0.09192546446007814, 0.9957329168508161]]","[-2.3119206386007645, -0.38638723659648094, -0.0067616582039317025]","[0.0, 0.0, 0.0]","[54.321006396540575, 56.50095937900575, 50.07451515256023, 57.780691208810616]"
0.06999999999999999,"[0.999982689734312, 0.00034981779080483935, 0.0016981449727155645]","[0.9573194975320672, 0.28903179694447156, 0.2921660571248232]","[-0.001727900216743483, 0.026138456520511937, 0.08085591576928601]","[-1.2106935599128115, 4.010010534113352, 4.1438542581815465]","[0.9986456557333436, -0.051784449165578894, -0.005022429353203905, 1.7689807070291446e-05]","[[0.9999495497809258, 0.000484835777094383, -0.01003308662343938], [0.0005554991730204132, 0.9946367410233767, 0.10342845269588656], [0.010029422395779457, -0.10342880807911169, 0.9945862920560194]]","[-2.2972956520187777, -0.43071870341338275, -0.008907133971169694]","[0.0, 0.0, 0.0]","[54.1763799728876, 56.429643819353345, 49.97160970706136, 59.16729551665019]"
0.075,"[0.9999740502332283, 0.00048051007340739905, 0.0021024245515619947]","[0.9510565162951535, 0.3090169943749474, 0.31286893008046174]","[-0.002335770596216825, 0.03240483247720997, 0.09206449515388468]","[-1.2944073591503107, 3.9837762196554074, 4.137219246466637]","[0.9983257938536136, -0.05751879711064789, -0.0060989183603464845, 2.2368062798588134e-05]","[[0.9999256053890073, 0.0006569436674256135, -0.012179988195614307], [0.0007462661236270854, 0.9933831749572279, 0.11484472473200721], [0.012174841859350827, -0.11484527041596276, 0.993308782347556]]","[-2.2656492363012246, -0.4745105404385655, -0.011412797244473956]","[0.0, 0.0, 0.0]","[54.00072698199189, 56.45146698301941, 49.86212341733163, 60.419067594290034]"
0.08,"[0.9999623713802472, 0.000642534235793449, 0.002562747027331418]","[0.944376370237481, 0.32886664673858323, 0.33353749343220457]","[-0.003081157964549289, 0.03943306647547286, 0.10380271656465481]","[-1.3775533885395237, 3.955794489282486, 4.130130542039129]","[0.9979760547955498, -0.06317217892218253, -0.007284854476504751, 2.7571540881561742e-05]","[[0.9998938602701328, 0.0008653687856364107, -0.014543704169071284], [0.0009754317360108714, 0.9920185501000681, 0.12608824207787062], [0.014536737151816364, -0.12608904549652267, 0.9919124134109601]]","[-2.219279675858379, -0.517495256728407, -0.014282641218932916]","[0.0, 0.0, 0.0]","[53.80198953188571, 56.55003750164122, 49.75070179414013, 61.54740362995893]"
0.085,"[0.9999469655904245, 0.0008396995681708133, 0.003081760610154692]","[0.9372819894918915, 0.34857204732181524, 0.35416948063916665]","[-0.003979651722192731, 0.04722265687845451, 0.11603195472972123]","[-1.460095177483958, 3.9260776167063356, 4.122588922255347]","[0.997599949561487, -0.0687077380396333, -0.008578243586289903, 3.324710015728161e-05]","[[0.9998528252632094, 0.0011124488154540032, -0.017119879404114288], [0.0012451180372138825, 0.9905584912562151, 0.13708510160219678], [0.01711074207192155, -0.1370862424090915, 0.9904113209409029]]","[-2.1602620606431735, -0.5594474315863752, -0.017515047675787942]","[0.0, 0.0, 0.0]","[53.58742649155484, 56.710154524462546, 49.6417527779082, 62.561947837814195]"
0.09000000000000001,"[0.9999270673318136, 0.0010758128525630859, 0.0036619203838032985]","[0.9297764858882513, 0.368124552684678, 0.37476262917144926]","[-0.005046729939808132, 0.055767140307709503, 0.1287140687305798]","[-1.5419965204269506, 3.894638636729419, 4.114595214138885]","[0.9972013676380193, -0.07409385614421908, -0.00997653825520972, 3.9331744889339e-05]","[[0.9998009342749125, 0.0013999570410071376, -0.019903063666071766], [0.001556843720188092, 0.9890201978693873, 0.1477722045718648], [0.019891406703480836, -0.14777377415049492, 0.9888211383322443]]","[-2.090466491535877, -0.6001782974988589, -0.02110329376898605]","[0.0, 0.0, 0.0]","[53.36361363596281, 56.91799485152019, 49.539361490824625, 63.47101155921433]"
0.09500000000000001,"[0.9999018336821145, 0.0013546485541016335, 0.004305490727456197]","[0.9218631515885005, 0.387515586452103, 0.3953146807582524]","[-0.006297642570828358, 0.06505466107908499, 0.14181172963909422]","[-1.6232214927326227, 3.8614913395274226, 4.106150294289918]","[0.9967844378289088, -0.0793036385213588, -0.011476729753606335, 4.5755248732175154e-05]","[[0.99973656516124, 0.0017290766158041938, -0.022886908346537425], [0.0019115090953450862, 0.9874218616474619, 0.15809621524135023], [0.02287239411571378, -0.15809831572384828, 0.9871584351828728]]","[-2.011575374492653, -0.6395309898358307, -0.02503610146710742]","[0.0, 0.0, 0.0]","[53.13645506132041, 57.16120039815784, 49.4472321866542, 64.28187705578257]"
0.10000000000000002,"[0.9998703454692603, 0.0016799218594970584, 0.005014549375651668]","[0.9135454576426009, 0.40673664307580026, 0.41582338163551874]","[-0.007747307833814943, 0.0750685339873369, 0.15528871104177502]","[-1.7037344664436105, 3.826650264600427, 4.097255088789074]","[0.9963534039478446, -0.08431444052042568, -0.013075427757626806, 5.244259637083407e-05]","[[0.9996580608774585, 0.00210039203308721, -0.026064337245116097], [0.002309397470710984, 0.9857821447390035, 0.16801258821020792], [0.026046650572426316, -0.16801533104772898, 0.9854402166173655]]","[-1.9250996858070144, -0.6773763983921139, -0.029298203309844402]","[0.0, 0.0, 0.0]","[52.91120144963237, 57.42888927137333, 49.36865054189385, 65.0010212422368]"
0.10500000000000002,"[0.9998316089300913, 0.0020552645294337427, 0.005790992930860543]","[0.9048270524660195, 0.42577929156507277, 0.4362864827930852]","[-0.009410221539727792, 0.0857877950632347, 0.1691101367434894]","[-1.7835001259086654, 3.790130694395404, 4.087910573095877]","[0.9959125165296349, -0.08910743307989441, -0.014768929247295969, 5.931618817486973e-05]","[[0.9995637504209565, 0.0025138952806578827, -0.02942769401278201], [0.002750190217602602, 0.984119723703004, 0.17748466376701466], [0.02940655195970862, -0.17748816791336014, 0.9836834881976011]]","[-1.8323941418480083, -0.7136095566437083, -0.033870905690456726]","[0.0, 0.0, 0.0]","[52.69247222419092, 57.71161198762636, 49.30646129336893, 65.63428288531424]"
0.11000000000000003,"[0.9997845578223926, 0.0024842035047499163, 0.00663654361457799]","[0.8957117602394128, 0.4446351791849276, 0.4567017402213116]","[-0.011300378953176595, 0.09718773529800051, 0.1832426829836492]","[-1.8624834832732664, 3.7519486476028283, 4.078117771941774]","[0.9954659407935892, -0.09366720510723547, -0.016553277981643962, 6.629778043499974e-05]","[[0.9994519691853335, 0.0029690042030609534, -0.03296886873402636], [0.0032329929325539686, 0.9824529005840068, 0.18648283001598231], [0.032944029022833714, -0.18648721979833877, 0.981904887350923]]","[-1.734671248682097, -0.7481465070259726, -0.03873263667787307]","[0.0, 0.0, 0.0]","[52.48427976523102, 58.001271175877065, 49.26305767219581, 66.18698924352432]"
0.11500000000000003,"[0.9997280559276267, 0.0029701421812399187, 0.007552757029496236]","[0.8862035792312146, 0.4632960351198619, 0.47706691515716193]","[-0.013431208614338878, 0.10924041289216468, 0.19765473487529248]","[-1.9406498938264491, 3.7121208721303516, 4.067877759217769]","[0.9950176804404381, -0.09798140039905935, -0.01842431579166259, 7.331015332193038e-05]","[[0.9993210784264611, 0.0034645907279009687, -0.036679405988416396], [0.0037563703227454486, 0.9807992796029213, 0.19498375012392463], [0.03665067386247258, -0.19498915288158677, 0.9801203795268967]]","[-1.6330142399716192, -0.7809215841520674, -0.04385946973677488]","[0.0, 0.0, 0.0]","[52.29005468741451, 58.291019421725736, 49.24038015711169, 66.66405315436519]"
0.12000000000000004,"[0.999660899884555, 0.003516344245700742, 0.0085410307038727]","[0.8763066800438635, 0.4817536741017154, 0.4973797743297097]","[-0.015815517415445, 0.12191514027569889, 0.2123164985769037]","[-2.0179650711971204, 3.670664837756617, 4.057191657856648]","[0.9945715164222657, -0.10204038674695616, -0.02037772679684748, 8.027851216007887e-05]","[[0.999169483611907, 0.0039990168035979115, -0.040550596584015046], [0.0043183876898986034, 0.9791755060557842, 0.2029696525792924], [0.040517829982301905, -0.2029761961536462, 0.9783450154462493]]","[-1.5283889361972172, -0.8118850622716596, -0.0492256178786996]","[0.0, 0.0, 0.0]","[52.112671762729114, 58.57514632776699, 49.23992282846544, 67.07004825171782]"
0.12500000000000003,"[0.9995818222974777, 0.004125919947079237, 0.009602613196757218]","[0.8660254037844386, 0.5000000000000001, 0.5176380902050417]","[-0.01846544612524605, 0.13517894290493648, 0.2272000720115235]","[-2.0943951023931957, 3.6275987284684352, 4.04606063970985]","[0.9941309595433868, -0.10583695488648302, -0.022409075522639352, 8.713163633773652e-05]","[[0.9989956514845973, 0.004570176115796707, -0.0445735549977319], [0.004916657144752785, 0.9775970627768691, 0.21042768195406086], [0.04453666800947485, -0.2104354921117373, 0.9765927446291545]]","[-1.421654575680373, -0.8410011180813308, -0.054803895041507386]","[0.0, 0.0, 0.0]","[51.95447644748644, 58.84896272472929, 49.26274610735804, 67.40926774197652]"
0.13000000000000003,"[0.9994894950668515, 0.004801814661603919, 0.010738613556814835]","[0.8553642601605066, 0.5180270093731303, 0.5378396412305315]","[-0.021392434486811798, 0.14899698761916524, 0.24227947783667111]","[-2.169906462676956, 3.5829414344846877, 4.034485925418948]","[0.9936992155887153, -0.10936604499957768, -0.024513839775881466, 9.380279536916126e-05]","[[0.998798125720956, 0.005175539879726252, -0.04873928439420059], [0.005548386936439709, 0.9760781188043719, 0.2173493073228486], [0.048698249031242875, -0.21735850518963343, 0.9748762797211855]]","[-1.313573679307083, -0.8682460649707712, -0.060566143070138606]","[0.0, 0.0, 0.0]","[51.817312181177954, 59.10868740075947, 49.30949496979177, 67.68577062199476]"
0.13500000000000004,"[0.9993825328944174, 0.005546799599699745, 0.01195001094599819]","[0.844327925502015, 0.5358267949789968, 0.5579822120784587]","[-0.02460719497654273, 0.1633329790957865, 0.2575306629151385]","[-2.2444660302701074, 3.5367125439704536, 4.0224687842818]","[0.993279161603291, -0.11262449856418046, -0.026687439024507185, 0.00010023045425777042]","[[0.9985755411043385, 0.0058122052330499725, -0.053038730928506146], [0.006210432519339074, 0.9746314245540459, 0.22372978523136752], [0.052993577309899585, -0.22374048480791311, 0.9732070058429603]]","[-1.2048210174618241, -0.8936068197213445, -0.06648362374029144]","[0.0, 0.0, 0.0]","[51.70254870528408, 59.351339729358436, 49.38042188579063, 67.90341815271832]"
0.14000000000000004,"[0.9992594969195346, 0.006363464495178678, 0.013237664260573882]","[0.8329212407100994, 0.5533915492433442, 0.5780635938889434]","[-0.028119694302299797, 0.1781495236476583, 0.2729314688074078]","[-2.318041100882086, 3.488932334444992, 4.010010534113352]","[0.9928733319375528, -0.11561083345023972, -0.02892525892659742, 0.00010635879115536446]","[[0.9983266361676738, 0.006476944969825273, -0.05746282887219491], [0.006899348199246382, 0.9732682477534971, 0.22956767392048738], [0.05741364395823398, -0.22957997974278055, 0.9715949291699406]]","[-1.0959917505465047, -0.9170795674217047, -0.07252737597279484]","[0.0, 0.0, 0.0]","[51.611111635433026, 59.57464010912982, 49.475413794593834, 68.0659026569535]"
0.14500000000000005,"[0.9991188984480232, 0.007254212113416969, 0.01460232160461092]","[0.8211492091337039, 0.5707135676844318, 0.5980815845121735]","[-0.03193914173214502, 0.19340846023919508, 0.28846157786055676]","[-2.390599402055243, 3.43962176388735, 3.997112541101128]","[0.9924839127086872, -0.11832504028119344, -0.031222672562842963, 0.0001121380499643835]","[[0.9980502642861826, 0.007166257556185468, -0.06200253793934331], [0.007611438398554162, 0.9719983445350234, 0.23486439540015208], [0.06194946298222695, -0.23487840039861557, 0.9700486591209749]]","[-0.9876088145091516, -0.9386685948315892, -0.07866853884128842]","[0.0, 0.0, 0.0]","[51.54351344078411, 59.77691909180826, 49.59402242856859, 68.1767701862763]"
0.15000000000000005,"[0.9989592027393625, 0.008221254414612944, 0.016044629493913703]","[0.8090169943749473, 0.5877852522924732, 0.618033988749895]","[-0.03607398337807312, 0.20907115914671914, 0.3041024393577756]","[-2.462109107320609, 3.3888024615435057, 3.9837762196554074]","[0.992112743394442, -0.12076839820843707, -0.033575058845154854, 0.00011752474943300576]","[[0.9977454032229554, 0.007876416549813293, -0.06664887403247058], [0.008342807756120188, 0.9708299603642033, 0.23962384192309394], [0.06659210092951509, -0.23963962552460583, 0.9685754188354256]]","[-0.8801296208167775, -0.958385266549082, -0.08487864126263896]","[0.0, 0.0, 0.0]","[51.49988586673472, 59.95703537608491, 49.73549727225001, 68.23943823190787]"
0.15500000000000005,"[0.998778832822472, 0.00926661021034654, 0.01756514169070258]","[0.7965299180241961, 0.604599114862375, 0.6379186185961402]","[-0.040531901606992646, 0.22509878914797418, 0.31983717996128846]","[-2.5325388501580384, 3.3364967184390593, 3.970003032254124]","[0.9917613243613608, -0.12294330837841695, -0.035977818502317724, 0.00012248176876902687]","[[0.9974111631480614, 0.008603518707417341, -0.0713929344787196], [0.00908940943223531, 0.9697698558463718, 0.24385202342379872], [0.07133270122324557, -0.24386964993118518, 0.9671810790015677]]","[-0.7739521369050503, -0.9762471220859534, -0.09112985943882052]","[0.0, 0.0, 0.0]","[51.480013703771434, 60.11430239941414, 49.8988204130439, 68.25720939040642]"
0.16000000000000006,"[0.998576173314437, 0.01039210415608641, 0.019164327590509025]","[0.7836934573258397, 0.6211477802783105, 0.6577332934771666]","[-0.045319818809985854, 0.24145255449548939, 0.33565050236669336]","[-2.6018577377545964, 3.2827274776016586, 3.955794489282486]","[0.9914308292263309, -0.12485314350409402, -0.03842638798065763, 0.00012697832807433867]","[[0.9970467931665283, 0.009343530207593055, -0.07622591868650619], [0.009847091123979112, 0.9688233528673006, 0.24755675255455664], [0.07616250411283829, -0.24757626982855555, 0.9658702105278122]]","[-0.6694204088252925, -0.9922770753186823, -0.0973952432331811]","[0.0, 0.0, 0.0]","[51.483369675057226, 60.248422997812845, 50.082742523368694, 68.23328170496642]"
0.16500000000000006,"[0.9983495742203871, 0.011599366928563858, 0.02084258010234249]","[0.7705132427757891, 0.6374239897486899, 0.677475840490583]","[-0.05044390482680532, 0.25809390321246584, 0.3515285757190473]","[-2.6700353645551727, 3.2275183239974234, 3.9411521488673467]","[0.9911221210527791, -0.12650211208179385, -0.0409162515430858, 0.0001309898801299159]","[[0.9966516864026287, 0.010092330541678997, -0.08113914502282003], [0.010611638413002243, 0.9679943969609933, 0.25074736405855785], [0.08107286303682894, -0.2507688025180978, 0.9646461519970165]]","[-0.5668295829747004, -1.0065027007623382, -0.1036489127415652]","[0.0, 0.0, 0.0]","[51.50915010234442, 60.35943146914618, 50.28581922014434, 68.17075626448616]"
0.17000000000000007,"[0.998097354696253, 0.012889836444626187, 0.022600222980937727]","[0.7569950556517563, 0.6534206039901056, 0.6971440946436306]","[-0.055909587392381825, 0.27498470845466644, 0.36745892094498844]","[-2.7370418255993614, 3.1708934741858052, 3.9260776167063356]","[0.9908357714865064, -0.12789513591883325, -0.043442951802913576, 0.00013449792833855674]","[[0.996225383697914, 0.010845753733920566, -0.0861240645922333], [0.011378815168275248, 0.967285632237221, 0.25343446536098063], [0.08605525806893065, -0.2534578373090543, 0.9635110882939059]]","[-0.4664304787353579, -1.0189555937248191, -0.10986622637765249]","[0.0, 0.0, 0.0]","[51.5563109236477, 60.44764232624939, 50.50644708054596, 68.0726425398668]"
0.17500000000000007,"[0.9978178067592911, 0.014264759986899519, 0.02443751758566267]","[0.7431448254773941, 0.6691306063588583, 0.7167358990906008]","[-0.06172156504305611, 0.29208742481579647, 0.383430293750076]","[-2.802847729638764, 3.1128777656974003, 3.9105725458917795]","[0.9905720820380566, -0.12903773975536123, -0.04600209888882028, 0.00013748978401590656]","[[0.9957675759887651, 0.011599626646008769, -0.09117227249077628], [0.012144400812455165, 0.966698485630774, 0.2556297154246252], [0.0911013070069008, -0.25565501469918717, 0.9624661372333018]]","[-0.36843375877952717, -1.0296707936604037, -0.11602392184246615]","[0.0, 0.0, 0.0]","[51.62360358210118, 60.51360503168527, 50.74289865200456, 67.9418618593352]"
0.18000000000000008,"[0.9975091989340759, 0.0157251971109785, 0.02635466905441305]","[0.7289686274214113, 0.6845471059286888, 0.7362491053693562]","[-0.0678838219900576, 0.3093652215263564, 0.3994325676310371]","[-2.8674242120289635, 3.0534966461393878, 3.894638636729419]","[0.9903311068165367, -0.1299359518746325, -0.048589378403596416, 0.00013995827473777247]","[[0.9952781054360671, 0.012349804201477646, -0.09627551701122392], [0.01290422433399441, 0.9662332576442292, 0.2573456290993863], [0.09620277456462079, -0.2573728310416741, 0.9615114414335707]]","[-0.27301373888130887, -1.038686261979836, -0.12210023139533467]","[0.0, 0.0, 0.0]","[51.70961028487866, 60.55806404393844, 50.99335587551731, 67.78124936446046]"
0.18500000000000008,"[0.9971697798241256, 0.017272023218610284, 0.028351831892568236]","[0.7144726796328031, 0.6996633405133657, 0.7556815736369346]","[-0.07439964453467698, 0.32678209451650153, 0.4154566188695462]","[-2.930742947390511, 2.992776162033371, 3.878277636551953]","[0.9901126761126402, -0.13059621469892016, -0.051200558311100146, 0.00014190141411244393]","[[0.9947569653852407, 0.013092201434059952, -0.10142570719081631], [0.013654194989544111, 0.9658892171406045, 0.25859540438820217], [0.10135158004064226, -0.2586244661147129, 0.9606462630698904]]","[-0.18031187441556662, -1.0460424072165233, -0.12807497288912614]","[0.0, 0.0, 0.0]","[51.81277814204407, 60.58192356036142, 51.255941438252925, 67.59355474071165]"
0.19000000000000009,"[0.9967977816014522, 0.01890593369119279, 0.030429114986915966]","[0.6996633405133652, 0.7144726796328036, 0.7750311729042062]","[-0.08127163866231563, 0.3443029592914131, 0.431494215115087]","[-2.9927761620333726, 2.930742947390509, 3.8614913395274226]","[0.9899164203153548, -0.13102530446323937, -0.05383149486259609, 0.00014332204214736373]","[[0.9942042992393012, 0.013822822322336309, -0.10661491901762836], [0.014390329693995528, 0.9656646980982154, 0.2593927702504077], [0.10653980376079376, -0.2594236312095099, 0.9598690795023476]]","[-0.09043995639435573, -1.05178165182403, -0.13392961807560766]","[0.0, 0.0, 0.0]","[51.93145173328832, 60.58621640512286, 51.52874767727491, 67.38144197732449]"
